tracking_id	shCtrl-1_0	shCtrl-2_0	shU-1_0	shU-2_0	Gene_ID	Gene stable ID	Gene start (bp)	Gene end (bp)	Gene name	Chromosome/scaffold name
ENSMUSG00000055799.6	0.0	0.0387589	0.0516215	0.11978499999999999	ENSMUSG00000055799	ENSMUSG00000055799	72626378	72789254	Tcf7l1	6
ENSMUSG00000055805.8	0.0	0.0551966	0.040419199999999995	0.07940789999999999	ENSMUSG00000055805	ENSMUSG00000055805	103171107	103198901	Fmnl1	11
ENSMUSG00000055809.7	0.0296024	0.0	0.158029	0.0	ENSMUSG00000055809	ENSMUSG00000055809	4522933	4532453	Dnaaf3	7
ENSMUSG00000055811.2	0.0	0.0	0.0	0.0	ENSMUSG00000055811	ENSMUSG00000055811	88505807	88506978	Cldn17	16
ENSMUSG00000055817.9	10.8165	10.6629	13.593	13.4599	ENSMUSG00000055817	ENSMUSG00000055817	83706163	83821516	Mta3	17
ENSMUSG00000055818.2	2.2687	2.1762099999999998	1.38278	0.691204	ENSMUSG00000055818	ENSMUSG00000055818	124916863	124925844	A230083G16Rik	6
ENSMUSG00000055820.1	0.0	0.0	0.0	0.0	ENSMUSG00000055820	ENSMUSG00000055820	39746249	39751493	Olfr967	9
ENSMUSG00000055826.4	0.0	0.0	0.0	0.0	ENSMUSG00000055826	ENSMUSG00000055826	24333082	24333936	Tescl	7
ENSMUSG00000055827.7	0.0	0.027251400000000002	0.0	0.0	ENSMUSG00000055827	ENSMUSG00000055827	63857724	63878558	Gsdmc3	15
ENSMUSG00000055833.8	0.0981194	0.06179	0.008581	0.0	ENSMUSG00000055833	ENSMUSG00000055833	191886130	191907527	1700034H15Rik	1
ENSMUSG00000055835.8	11.4431	12.9989	8.50725	7.0649	ENSMUSG00000055835	ENSMUSG00000055835	111643401	111671011	Zfp1	8
ENSMUSG00000055838.2	0.0	0.0	0.0	0.0	ENSMUSG00000055838	ENSMUSG00000055838	36993827	37001847	Olfr357	2
ENSMUSG00000055839.4	281.305	305.413	323.863	314.565	ENSMUSG00000055839	ENSMUSG00000055839	23824740	23829109	Elob	17
ENSMUSG00000055850.6	177.734	177.053	134.351	133.394	ENSMUSG00000055850	ENSMUSG00000055850	72359714	72366956	Rnf181	6
ENSMUSG00000055862.6	6.77133	6.69256	7.581810000000001	7.63365	ENSMUSG00000055862	ENSMUSG00000055862	80702184	80705373	Izumo4	10
ENSMUSG00000055865.8	0.0	0.0	0.0	0.0	ENSMUSG00000055865	ENSMUSG00000055865	104767406	104781840	Fam19a3	3
ENSMUSG00000055866.7	7.10646	7.640860000000001	10.1183	11.3079	ENSMUSG00000055866	ENSMUSG00000055866	91415982	91459324	Per2	1
ENSMUSG00000055872.1	0.101387	0.118524	0.0	0.0	ENSMUSG00000055872	ENSMUSG00000055872	75590142	75590653	Gm9985	10
ENSMUSG00000055874.6	0.0	0.0	0.0	0.0	ENSMUSG00000055874	ENSMUSG00000055874	70956531	70961066	Foxi3	6
ENSMUSG00000055882.8	0.228879	0.17104	0.317367	0.0451511	ENSMUSG00000055882	ENSMUSG00000055882	181493206	181494980	Abhd16b	2
ENSMUSG00000055884.6	1.57865	1.93104	1.21943	1.22461	ENSMUSG00000055884	ENSMUSG00000055884	65075603	65132058	Fancm	12
ENSMUSG00000055891.6	0.0	0.0	0.0	0.0	ENSMUSG00000055891	ENSMUSG00000055891	107553687	107555073	Ubl4b	3
ENSMUSG00000055895.5	0.0	0.0	0.0	0.0	ENSMUSG00000055895	ENSMUSG00000055895	11647279	11660559	Oosp2	19
ENSMUSG00000055897.7	7.90354	9.582239999999999	6.502759999999999	7.24678	ENSMUSG00000055897	ENSMUSG00000055897	173579320	173659640	Ppp4r1l-ps	2
ENSMUSG00000055900.8	3.95995	5.163869999999999	4.86185	4.98614	ENSMUSG00000055900	ENSMUSG00000055900	116551633	116555936	Tmem69	4
ENSMUSG00000055912.2	21.4487	22.2742	12.8045	14.3516	ENSMUSG00000055912	ENSMUSG00000055912	72355447	72359762	Tmem150a	6
ENSMUSG00000055917.7	12.2156	13.6639	13.9966	13.2299	ENSMUSG00000055917	ENSMUSG00000055917	40315046	40445902	Zfp277	12
ENSMUSG00000055923.9	14.6242	15.1876	13.0736	13.5348	ENSMUSG00000055923	ENSMUSG00000055923	76873659	76905514	Aasdh	5
ENSMUSG00000055926.2	0.12503399999999998	0.209329	0.185056	0.196246	ENSMUSG00000055926	ENSMUSG00000055926	119174509	119177575	Gm14137	2
ENSMUSG00000055932.8	13.2609	13.5736	11.4115	16.3321	ENSMUSG00000055932	ENSMUSG00000055932	91313525	91668439	Fto	8
ENSMUSG00000055933.7	0.0	0.0	0.0	0.0	ENSMUSG00000055933	ENSMUSG00000055933	11697055	11711874	Oosp3	19
ENSMUSG00000055937.1	0.0	0.0	0.0	0.0	ENSMUSG00000055937	ENSMUSG00000055937	99364872	99374903	Krt28	11
ENSMUSG00000055942.6	0.0	0.0	0.0	0.0	ENSMUSG00000055942	ENSMUSG00000055942	14659496	14665996	Obox7	7
ENSMUSG00000055943.5	9.245289999999999	9.7918	9.94704	8.78645	ENSMUSG00000055943	ENSMUSG00000055943	112454997	112472162	Emc7	2
ENSMUSG00000055944.3	0.0	0.0	0.0	0.0	ENSMUSG00000055944	ENSMUSG00000055944	35379152	35388476	E130018O15Rik	5
ENSMUSG00000055945.7	0.22506500000000002	0.16376500000000002	0.0881139	0.138158	ENSMUSG00000055945	ENSMUSG00000055945	8337459	8344113	Prr18	17
ENSMUSG00000055958.3	0.0	0.0	0.0	0.0	ENSMUSG00000055958	ENSMUSG00000055958	58812574	58813142	Gm9987	10
ENSMUSG00000055960.5	0.0	0.0	0.0	0.0	ENSMUSG00000055960	ENSMUSG00000055960	112072016	112168076	Skint4	4
ENSMUSG00000055961.6	0.0	0.0	0.0265673	0.0	ENSMUSG00000055961	ENSMUSG00000055961	87963485	87966352	BC051076	5
ENSMUSG00000055963.5	2.23935	2.53002	1.12558	0.7202609999999999	ENSMUSG00000055963	ENSMUSG00000055963	12906838	12983553	Triqk	4
ENSMUSG00000055968.1	0.0	0.0	0.0	0.0	ENSMUSG00000055968	ENSMUSG00000055968	88138079	88138517	Gm9988	8
ENSMUSG00000055971.4	0.0	0.0	0.0	0.0	ENSMUSG00000055971	ENSMUSG00000055971	73424609	73428477	Olfr378	11
ENSMUSG00000055972.4	0.0	0.0	0.0715798	0.0	ENSMUSG00000055972	ENSMUSG00000055972	87784075	87839293	2810407A14Rik	16
ENSMUSG00000055976.4	0.0	0.0	0.0	0.0	ENSMUSG00000055976	ENSMUSG00000055976	35824712	35826559	Cldn23	8
ENSMUSG00000055978.3	0.0325859	0.0242518	0.0385904	0.0255796	ENSMUSG00000055978	ENSMUSG00000055978	45648591	45666394	Fut2	7
ENSMUSG00000055980.2	5.68506	5.5094199999999995	1.3421100000000001	1.83507	ENSMUSG00000055980	ENSMUSG00000055980	82233101	82291416	Irs1	1
ENSMUSG00000055991.9	7.051889999999999	6.77836	4.97147	5.36479	ENSMUSG00000055991	ENSMUSG00000055991	145204562	145221750	Zkscan5	5
ENSMUSG00000055994.9	0.0250653	0.029797000000000004	0.0	0.0235556	ENSMUSG00000055994	ENSMUSG00000055994	88647315	88688474	Nod2	8
ENSMUSG00000056004.9	0.0	0.0	0.0	0.0	ENSMUSG00000056004	ENSMUSG00000056004	9266118	9481825	9330182L06Rik	5
ENSMUSG00000056008.1	0.0	0.0	0.0	0.0	ENSMUSG00000056008	ENSMUSG00000056008	94694498	94704499	Gm11541	11
ENSMUSG00000056014.8	11.4528	11.423	8.43327	4.914540000000001	ENSMUSG00000056014	ENSMUSG00000056014	138622859	138652414	A430033K04Rik	5
ENSMUSG00000056018.7	0.0	0.0	0.0	0.0	ENSMUSG00000056018	ENSMUSG00000056018	129067134	129183732	Ccdc7b	8
ENSMUSG00000056019.6	0.181508	0.253824	0.07178469999999999	0.178583	ENSMUSG00000056019	ENSMUSG00000056019	71882019	71895727	Zfp709	8
ENSMUSG00000056023.2	0.0	0.0	0.0	0.0	ENSMUSG00000056023	ENSMUSG00000056023	81918008	81924463	Gm9989	3
ENSMUSG00000056025.6	0.23344299999999998	0.270377	0.27462800000000004	0.327346	ENSMUSG00000056025	ENSMUSG00000056025	144729677	144760977	Clca3a1	3
ENSMUSG00000056031.7	0.0	0.0	0.0278501	0.0277589	ENSMUSG00000056031	ENSMUSG00000056031	85820241	85844323	9330154J02Rik	9
ENSMUSG00000056032.6	0.0	0.0	0.0	0.0	ENSMUSG00000056032	ENSMUSG00000056032	116752167	116759373	BC018473	11
ENSMUSG00000056035.7	0.0418956	0.031228700000000005	0.0496829	0.0164761	ENSMUSG00000056035	ENSMUSG00000056035	145854426	145879964	Cyp3a11	5
ENSMUSG00000056043.4	0.0233055	0.0207499	0.0165153	0.0	ENSMUSG00000056043	ENSMUSG00000056043	35578993	35585582	Rgs9bp	7
ENSMUSG00000056054.8	0.515109	0.0	0.874866	1.57531	ENSMUSG00000056054	ENSMUSG00000056054	90668978	90670035	S100a8	3
ENSMUSG00000056055.6	0.6130140000000001	0.41963999999999996	0.419101	0.544879	ENSMUSG00000056055	ENSMUSG00000056055	87803680	87845158	Sag	1
ENSMUSG00000056061.3	0.0203417	0.0	0.0	0.0	ENSMUSG00000056061	ENSMUSG00000056061	180332857	180340732	Gata5os	2
ENSMUSG00000056069.7	0.0197327	0.0221264	0.0	0.023365900000000002	ENSMUSG00000056069	ENSMUSG00000056069	27655069	27681579	Fam105a	15
ENSMUSG00000056071.6	0.0	0.0	0.0	0.0	ENSMUSG00000056071	ENSMUSG00000056071	90692632	90695721	S100a9	3
ENSMUSG00000056073.7	0.0650696	0.396271	0.19625499999999999	0.123123	ENSMUSG00000056073	ENSMUSG00000056073	49094833	49788766	Grik2	10
ENSMUSG00000056076.8	49.6185	51.1405	77.7021	63.9121	ENSMUSG00000056076	ENSMUSG00000056076	140419328	140443360	Eif3b	5
ENSMUSG00000056078.5	0.0	0.0	0.0	0.0	ENSMUSG00000056078	ENSMUSG00000056078	34100943	34122687	Lipm	19
ENSMUSG00000056089.5	0.20527800000000002	0.078639	0.166243	0.0	ENSMUSG00000056089	ENSMUSG00000056089	25414192	25414873	Gm5468	15
ENSMUSG00000056091.6	33.936	37.4177	8.81781	7.97887	ENSMUSG00000056091	ENSMUSG00000056091	72097592	72154571	St3gal5	6
ENSMUSG00000056115.1	0.0	0.0	0.0	0.0	ENSMUSG00000056115	ENSMUSG00000056115	51627511	51628408	Tas2r134	2
ENSMUSG00000056116.11	1.60604	1.48488	0.711314	0.5125310000000001	ENSMUSG00000056116	ENSMUSG00000056116	36037128	36042747	H2-T22	17
ENSMUSG00000056121.8	39.8663	40.0832	36.5558	33.8017	ENSMUSG00000056121	ENSMUSG00000056121	78377885	78418131	Fez2	17
ENSMUSG00000056124.5	10.9846	11.4961	12.9836	15.5054	ENSMUSG00000056124	ENSMUSG00000056124	20684599	20746404	B4galt6	18
ENSMUSG00000056128.3	0.0	0.0	0.0	0.0	ENSMUSG00000056128	ENSMUSG00000056128	90675161	90679793	Gm9991	1
ENSMUSG00000056130.3	0.0	0.0	0.0	0.0	ENSMUSG00000056130	ENSMUSG00000056130	46559155	46574533	Ticam2	18
ENSMUSG00000056131.7	14.2116	14.7544	12.1281	10.5249	ENSMUSG00000056131	ENSMUSG00000056131	86554377	86571842	Pgm3	9
ENSMUSG00000056133.4	0.0	0.024243400000000002	0.0514021	0.0	ENSMUSG00000056133	ENSMUSG00000056133	7362815	7385464	Gm9992	17
ENSMUSG00000056144.7	4.14452	3.87601	0.46061199999999997	0.44402200000000003	ENSMUSG00000056144	ENSMUSG00000056144	104244457	104262234	Trim34a	7
ENSMUSG00000056145.4	0.0	0.0	0.0	0.0487341	ENSMUSG00000056145	ENSMUSG00000056145	107039504	107054347	AI504432	3
ENSMUSG00000056148.7	0.251384	0.341167	1.38034	1.1243299999999998	ENSMUSG00000056148	ENSMUSG00000056148	127776386	127792697	Rdh9	10
ENSMUSG00000056153.7	61.7586	58.7901	68.2045	59.295	ENSMUSG00000056153	ENSMUSG00000056153	88665224	88927481	Socs6	18
ENSMUSG00000056155.5	0.290537	0.0664296	0.07026260000000001	0.0	ENSMUSG00000056155	ENSMUSG00000056155	84173731	84185217	Nanos3	8
ENSMUSG00000056158.8	0.0	0.0	0.0	0.0	ENSMUSG00000056158	ENSMUSG00000056158	93098028	93601749	Car10	11
ENSMUSG00000056162.7	0.0	0.0383556	0.0	0.0	ENSMUSG00000056162	ENSMUSG00000056162	84610509	84650084	Cndp1	18
ENSMUSG00000056167.5	15.2544	16.2026	19.483	19.0544	ENSMUSG00000056167	ENSMUSG00000056167	114585878	114640184	Cnot10	9
ENSMUSG00000056174.7	0.04328819999999999	0.0402014	0.0255912	0.033902	ENSMUSG00000056174	ENSMUSG00000056174	126286793	126314330	Col8a2	4
ENSMUSG00000056184.4	0.0	0.0	0.0	0.0	ENSMUSG00000056184	ENSMUSG00000056184	98377699	98380946	Olfr283	15
ENSMUSG00000056185.4	10.121	8.469339999999999	8.90506	8.84667	ENSMUSG00000056185	ENSMUSG00000056185	5495278	5510489	Snx32	19
ENSMUSG00000056197.4	0.0	0.0	0.0	0.0	ENSMUSG00000056197	ENSMUSG00000056197	73468573	73469667	4931417E11Rik	6
ENSMUSG00000056201.6	919.0880000000001	905.909	1114.91	1066.73	ENSMUSG00000056201	ENSMUSG00000056201	5490455	5495201	Cfl1	19
ENSMUSG00000056203.4	0.0	0.0383556	0.0	0.040583	ENSMUSG00000056203	ENSMUSG00000056203	42405434	42406526	Tas2r135	6
ENSMUSG00000056204.6	12.8942	13.0341	16.9597	17.803	ENSMUSG00000056204	ENSMUSG00000056204	70646435	70660388	Pgpep1	8
ENSMUSG00000056209.7	81.4991	80.19800000000001	102.05799999999999	92.6239	ENSMUSG00000056209	ENSMUSG00000056209	45747734	45749591	Npm3	19
ENSMUSG00000056211.6	5.38517	5.81405	6.57897	10.4087	ENSMUSG00000056211	ENSMUSG00000056211	128103301	128237736	R3hdm1	1
ENSMUSG00000056214.7	6.47483	6.591469999999999	3.2431200000000002	2.7009	ENSMUSG00000056214	ENSMUSG00000056214	80046895	80119640	Pard6g	18
ENSMUSG00000056215.6	0.0313576	0.0466658	0.0495055	0.144779	ENSMUSG00000056215	ENSMUSG00000056215	34029448	34134034	Lrguk	6
ENSMUSG00000056216.8	30.6603	32.894	56.2799	52.7604	ENSMUSG00000056216	ENSMUSG00000056216	35046422	35056573	Cebpg	7
ENSMUSG00000056219.6	0.0	0.0	0.0	0.0	ENSMUSG00000056219	ENSMUSG00000056219	53474964	53475469	Tmem229b-ps	10
ENSMUSG00000056220.8	2.1089	2.4859400000000003	0.5065109999999999	0.424124	ENSMUSG00000056220	ENSMUSG00000056220	149829618	149961290	Pla2g4a	1
ENSMUSG00000056222.7	0.0	0.0	0.0	0.0	ENSMUSG00000056222	ENSMUSG00000056222	57421195	57908332	Spock1	13
ENSMUSG00000056223.6	0.0	0.0	0.0	0.0	ENSMUSG00000056223	ENSMUSG00000056223	64917406	64923194	Spata31	13
ENSMUSG00000056228.8	10.775	10.8505	10.4859	11.7801	ENSMUSG00000056228	ENSMUSG00000056228	11513977	11550783	Cars2	8
ENSMUSG00000056234.8	126.525	124.07600000000001	159.584	162.861	ENSMUSG00000056234	ENSMUSG00000056234	32159865	32179855	Ncoa4	14
ENSMUSG00000056257.2	0.114587	0.128447	0.0453969	0.18084	ENSMUSG00000056257	ENSMUSG00000056257	30974204	30975976	Gm5447	13
ENSMUSG00000056258.7	0.0	0.0	0.0	0.0	ENSMUSG00000056258	ENSMUSG00000056258	65986387	66286642	Kcnq3	15
ENSMUSG00000056260.8	16.777	15.4139	15.4677	17.6915	ENSMUSG00000056260	ENSMUSG00000056260	106684987	106736577	Lrif1	3
ENSMUSG00000056267.7	4.00205	3.9091	3.5796699999999997	3.2785	ENSMUSG00000056267	ENSMUSG00000056267	99243367	99300404	Cep70	9
ENSMUSG00000056268.8	22.2806	25.2065	45.5954	47.8833	ENSMUSG00000056268	ENSMUSG00000056268	138963435	139178960	Dennd1b	1
ENSMUSG00000056270.3	0.0	0.0	0.0	0.0	ENSMUSG00000056270	ENSMUSG00000056270	92122204	92123947	Prr9	3
ENSMUSG00000056271.7	0.0	0.045412400000000006	0.144467	0.09592039999999999	ENSMUSG00000056271	ENSMUSG00000056271	57607085	57620774	Lman1l	9
ENSMUSG00000056281.2	0.0	0.0	0.0	0.0	ENSMUSG00000056281	ENSMUSG00000056281	49882991	49891483	Olfr1322	X
ENSMUSG00000056288.5	0.0	0.0	0.0	0.0	ENSMUSG00000056288	ENSMUSG00000056288	4620275	4630011	Gm11961	11
ENSMUSG00000056290.8	5.5709	4.54028	5.69921	7.726360000000001	ENSMUSG00000056290	ENSMUSG00000056290	11443553	11463549	Ms4a4b	19
ENSMUSG00000056293.6	0.0	0.0	0.0	0.0	ENSMUSG00000056293	ENSMUSG00000056293	63824346	63845177	Gsdmc2	15
ENSMUSG00000056296.10	0.0	0.0	0.0	0.0	ENSMUSG00000056296	ENSMUSG00000056296	13284780	13616340	Synpr	14
ENSMUSG00000056300.7	0.08273430000000001	0.0	0.0124646	0.0	ENSMUSG00000056300	ENSMUSG00000056300	146502027	146539395	Zfp981	4
ENSMUSG00000056305.3	31.2003	32.2607	60.2325	55.5064	ENSMUSG00000056305	ENSMUSG00000056305	72318678	72345184	Usp39	6
ENSMUSG00000056306.5	0.0	0.0	0.0	0.0	ENSMUSG00000056306	ENSMUSG00000056306	54897068	54915887	Sertm1	3
ENSMUSG00000056310.8	19.8607	20.1477	29.9106	27.3721	ENSMUSG00000056310	ENSMUSG00000056310	130255619	130341563	Tyw1	5
ENSMUSG00000056313.4	46.4699	46.7025	148.135	137.39700000000002	ENSMUSG00000056313	ENSMUSG00000056313	24437180	24438984	Tcim	8
ENSMUSG00000056316.2	0.427767	0.291146	1.6439700000000002	1.54215	ENSMUSG00000056316	ENSMUSG00000056316	29143282	29144194	Gm9996	10
ENSMUSG00000056328.7	0.0	0.0	0.0	0.0	ENSMUSG00000056328	ENSMUSG00000056328	67200052	67224575	Myh1	11
ENSMUSG00000056329.3	0.0	0.0	0.0	0.0	ENSMUSG00000056329	ENSMUSG00000056329	19451828	19454995	1810010K12Rik	2
ENSMUSG00000056332.4	0.0	0.0	0.0	0.0	ENSMUSG00000056332	ENSMUSG00000056332	40511322	40527277	Gm16294	15
ENSMUSG00000056342.9	19.1358	22.5584	32.4396	36.957	ENSMUSG00000056342	ENSMUSG00000056342	23306895	23490560	Usp34	11
ENSMUSG00000056350.6	0.0	0.0	0.0	0.0	ENSMUSG00000056350	ENSMUSG00000056350	88728862	88729611	Krtap13-1	16
ENSMUSG00000056359.4	0.0	0.07338410000000001	0.0	0.0	ENSMUSG00000056359	ENSMUSG00000056359	73364075	73409557	D830013O20Rik	12
ENSMUSG00000056366.3	0.0	0.0	0.0	0.422808	ENSMUSG00000056366	ENSMUSG00000056366	86731987	86732388	Fabp3-ps1	10
ENSMUSG00000056367.8	0.020228200000000002	0.067101	0.04813119999999999	0.047945	ENSMUSG00000056367	ENSMUSG00000056367	25759997	25850688	Actr3b	5
ENSMUSG00000056370.8	0.0	0.0	0.0	0.0	ENSMUSG00000056370	ENSMUSG00000056370	72304610	72314371	Sftpb	6
ENSMUSG00000056379.3	0.0	0.0	0.0	0.0	ENSMUSG00000056379	ENSMUSG00000056379	23920356	23921469	Taar1	10
ENSMUSG00000056380.6	0.164262	0.0697393	0.0	0.0	ENSMUSG00000056380	ENSMUSG00000056380	71663667	71669257	Gpr50	X
ENSMUSG00000056383.8	24.3828	25.0004	19.799	17.7436	ENSMUSG00000056383	ENSMUSG00000056383	41372923	41393379	AI987944	7
ENSMUSG00000056394.9	8.8802	9.49075	4.652480000000001	3.9214900000000004	ENSMUSG00000056394	ENSMUSG00000056394	13277283	13311433	Lig1	7
ENSMUSG00000056399.1	0.0	0.0	0.0	0.0	ENSMUSG00000056399	ENSMUSG00000056399	25298394	25300161	Prss34	17
ENSMUSG00000056411.1	1.07917	0.951788	1.35873	0.888718	ENSMUSG00000056411	ENSMUSG00000056411	108085584	108088011	Gm12500	3
ENSMUSG00000056412.4	0.0	0.0	0.0	0.0	ENSMUSG00000056412	ENSMUSG00000056412	40775259	40775564	Gm12396	4
ENSMUSG00000056413.9	1.1582	1.57325	8.35617	7.53255	ENSMUSG00000056413	ENSMUSG00000056413	139271876	139325622	Adap1	5
ENSMUSG00000056418.2	0.0414506	0.09300399999999999	0.0	0.14734	ENSMUSG00000056418	ENSMUSG00000056418	96435783	96438138	BC043934	9
ENSMUSG00000056423.7	534.308	532.876	30.1717	24.469	ENSMUSG00000056423	ENSMUSG00000056423	27353322	27370239	Uts2b	16
ENSMUSG00000056426.3	0.0252384	0.0283781	0.0	0.0	ENSMUSG00000056426	ENSMUSG00000056426	67523854	67548627	Nat3	8
ENSMUSG00000056427.4	0.0236958	0.00659706	0.0	0.0	ENSMUSG00000056427	ENSMUSG00000056427	35121224	35708507	Slit3	11
ENSMUSG00000056429.4	92.4298	88.7998	59.3708	60.2922	ENSMUSG00000056429	ENSMUSG00000056429	72608432	72617000	Tgoln1	6
ENSMUSG00000056436.4	0.0	0.0782654	0.0	0.0	ENSMUSG00000056436	ENSMUSG00000056436	76353942	76360450	Cyct	2
ENSMUSG00000056445.7	0.0	0.0	0.026201699999999998	0.0	ENSMUSG00000056445	ENSMUSG00000056445	52165674	52169564	Hoxaas2	6
ENSMUSG00000056457.5	0.04705019999999999	0.0	2.77407	2.55135	ENSMUSG00000056457	ENSMUSG00000056457	12790816	12800079	Prl2c3	13
ENSMUSG00000056458.8	0.48345299999999997	0.41227600000000003	1.81561	1.17668	ENSMUSG00000056458	ENSMUSG00000056458	110807798	110840939	Mok	12
ENSMUSG00000056459.6	2.60569	3.1415900000000003	2.07603	2.25062	ENSMUSG00000056459	ENSMUSG00000056459	76347782	76369602	Zbtb25	12
ENSMUSG00000056468.3	0.056792999999999996	0.0211192	0.0112029	0.022271700000000002	ENSMUSG00000056468	ENSMUSG00000056468	52177498	52180851	5730596B20Rik	6
ENSMUSG00000056476.7	0.0059669	0.00331591	0.0	0.0	ENSMUSG00000056476	ENSMUSG00000056476	59005825	59318682	Med12l	3
ENSMUSG00000056481.6	0.101412	0.0424929	0.060096800000000006	0.08966060000000001	ENSMUSG00000056481	ENSMUSG00000056481	5068078	5070637	Cd248	19
ENSMUSG00000056486.10	11.8303	10.9915	6.31435	4.34922	ENSMUSG00000056486	ENSMUSG00000056486	73610660	73775346	Chn1	2
ENSMUSG00000056487.7	0.0	0.0	0.0	0.0	ENSMUSG00000056487	ENSMUSG00000056487	100353200	100361840	Mettl7a2	15
ENSMUSG00000056492.4	0.00356519	0.0	0.012633700000000001	0.0125435	ENSMUSG00000056492	ENSMUSG00000056492	43360451	43459557	Adgrf5	17
ENSMUSG00000056493.7	4.24516	4.671119999999999	5.11538	6.0111300000000005	ENSMUSG00000056493	ENSMUSG00000056493	142401497	142462011	Foxk1	5
ENSMUSG00000056494.7	0.0132204	0.0	0.0	0.0	ENSMUSG00000056494	ENSMUSG00000056494	19280850	19510623	Cngb3	4
ENSMUSG00000056498.7	0.0	0.0	0.0	0.0	ENSMUSG00000056498	ENSMUSG00000056498	84666192	84704575	Tmem154	3
ENSMUSG00000056501.3	35.5231	34.4515	57.6943	60.9829	ENSMUSG00000056501	ENSMUSG00000056501	167688915	167690418	Cebpb	2
ENSMUSG00000056508.5	0.12116800000000001	0.183044	0.04845580000000001	0.193846	ENSMUSG00000056508	ENSMUSG00000056508	110667688	110682619	1700001K19Rik	12
ENSMUSG00000056509.4	0.0	0.0	0.0	0.0	ENSMUSG00000056509	ENSMUSG00000056509	46983580	46987803	Gm9999	7
ENSMUSG00000056515.7	23.7521	24.5123	23.8991	22.9356	ENSMUSG00000056515	ENSMUSG00000056515	65651726	65772752	Rab31	17
ENSMUSG00000056529.7	0.0	0.00968143	0.0	0.010208499999999999	ENSMUSG00000056529	ENSMUSG00000056529	132564067	132582683	Ptafr	4
ENSMUSG00000056531.6	0.782637	0.63343	0.259521	0.16175699999999998	ENSMUSG00000056531	ENSMUSG00000056531	108132875	108233628	Ccdc18	5
ENSMUSG00000056536.7	20.1113	19.9443	14.6852	13.1657	ENSMUSG00000056536	ENSMUSG00000056536	105518422	105663677	Pign	1
ENSMUSG00000056537.5	32.2164	33.8074	49.7928	50.5655	ENSMUSG00000056537	ENSMUSG00000056537	103957163	103981284	Rlim	X
ENSMUSG00000056544.2	0.0	0.0	0.0	0.0	ENSMUSG00000056544	ENSMUSG00000056544	152572744	152574944	Defb21	2
ENSMUSG00000056553.7	0.0	0.0	0.0235465	0.0	ENSMUSG00000056553	ENSMUSG00000056553	116485720	117276849	Ptprn2	12
ENSMUSG00000056564.4	0.0	0.0	0.0	0.0	ENSMUSG00000056564	ENSMUSG00000056564	58595114	58600783	Olfr324	11
ENSMUSG00000056569.4	0.0	0.037269699999999996	0.0	0.0	ENSMUSG00000056569	ENSMUSG00000056569	171150711	171161130	Mpz	1
ENSMUSG00000056579.9	46.8848	45.8067	59.0003	60.5975	ENSMUSG00000056579	ENSMUSG00000056579	3639785	3649673	Tug1	11
ENSMUSG00000056586.8	0.0	0.0	0.0	0.0	ENSMUSG00000056586	ENSMUSG00000056586	150507055	150518164	Zar1l	5
ENSMUSG00000056592.7	2.1205700000000003	2.50559	2.4653099999999997	2.59947	ENSMUSG00000056592	ENSMUSG00000056592	43562256	43575461	Zfp658	7
ENSMUSG00000056596.8	0.144774	0.147197	0.270582	0.147028	ENSMUSG00000056596	ENSMUSG00000056596	133491100	133498550	Trnp1	4
ENSMUSG00000056598.9	1.19813	1.51511	1.93782	1.82913	ENSMUSG00000056598	ENSMUSG00000056598	60353329	60394341	Drc3	11
ENSMUSG00000056600.2	0.0358941	0.0	0.042977499999999995	0.0	ENSMUSG00000056600	ENSMUSG00000056600	37083871	37088499	Olfr90	17
ENSMUSG00000056602.7	0.115381	0.11601500000000001	0.105779	0.030331	ENSMUSG00000056602	ENSMUSG00000056602	150118645	150497753	Fry	5
ENSMUSG00000056605.6	0.0	0.0	0.0	0.0	ENSMUSG00000056605	ENSMUSG00000056605	101776172	101786460	Krt72	15
ENSMUSG00000056608.6	10.0913	11.497	6.85313	9.20996	ENSMUSG00000056608	ENSMUSG00000056608	90828352	91054516	Chd9	8
ENSMUSG00000056612.6	166.247	167.28900000000002	192.294	172.88099999999997	ENSMUSG00000056612	ENSMUSG00000056612	6975048	6977324	Ppp1r14b	19
ENSMUSG00000056617.5	0.0	0.01955	0.0207312	0.0	ENSMUSG00000056617	ENSMUSG00000056617	46303361	46319986	4931429L15Rik	9
ENSMUSG00000056629.8	74.6298	69.8569	63.588	63.8137	ENSMUSG00000056629	ENSMUSG00000056629	6977741	6980461	Fkbp2	19
ENSMUSG00000056632.6	0.00763015	0.0627607	0.0266075	0.026898200000000004	ENSMUSG00000056632	ENSMUSG00000056632	20510304	20541310	Dsg3	18
ENSMUSG00000056643.4	1.20207	1.30206	3.30315	2.8976900000000003	ENSMUSG00000056643	ENSMUSG00000056643	90308349	90325185	Chst13	6
ENSMUSG00000056648.4	0.0	0.0136643	0.0	0.03842569999999999	ENSMUSG00000056648	ENSMUSG00000056648	96281905	96285315	Hoxb8	11
ENSMUSG00000056656.4	0.0651051	0.101864	0.21609299999999998	0.107472	ENSMUSG00000056656	ENSMUSG00000056656	77747798	77757003	Apol8	15
ENSMUSG00000056665.1	13.9862	13.9512	7.15747	7.6892	ENSMUSG00000056665	ENSMUSG00000056665	74721204	74724639	Them6	15
